player_id,team_id,total_minutes_played,match_ids
346131,1628,1063,"[np.int64(5588145), np.int64(5588156), np.int64(5588165), np.int64(5588179), np.int64(5588183), np.int64(5588191), np.int64(5588203), np.int64(5588215), np.int64(5588222), np.int64(5588232), np.int64(5588251), np.int64(5588262)]"
346139,1611,671,"[np.int64(5588080), np.int64(5588092), np.int64(5588136), np.int64(5588195), np.int64(5588205), np.int64(5588210), np.int64(5588227), np.int64(5588235), np.int64(5588373), np.int64(5588387), np.int64(5588396), np.int64(5588407), np.int64(5588411), np.int64(5588422), np.int64(5588434), np.int64(5588444), np.int64(5588454)]"
346158,1628,1188,"[np.int64(5588113), np.int64(5588122), np.int64(5588134), np.int64(5588145), np.int64(5588156), np.int64(5588165), np.int64(5588179), np.int64(5588203), np.int64(5588215), np.int64(5588222), np.int64(5588232), np.int64(5588242), np.int64(5588262), np.int64(5588273), np.int64(5588284), np.int64(5588299), np.int64(5588303), np.int64(5588322), np.int64(5588346), np.int64(5588353), np.int64(5588368), np.int64(5588378), np.int64(5588382), np.int64(5588402), np.int64(5588410), np.int64(5588425), np.int64(5588438), np.int64(5588445), np.int64(5588453)]"
346159,1613,1215,"[np.int64(5588091), np.int64(5588119), np.int64(5588123), np.int64(5588137), np.int64(5588146), np.int64(5588155), np.int64(5588164), np.int64(5588175), np.int64(5588186), np.int64(5588198), np.int64(5588203), np.int64(5588218), np.int64(5588236), np.int64(5588245), np.int64(5588256), np.int64(5588267), np.int64(5588278), np.int64(5588288), np.int64(5588297), np.int64(5588307), np.int64(5588317), np.int64(5588326), np.int64(5588338), np.int64(5588348), np.int64(5588358), np.int64(5588368), np.int64(5588377), np.int64(5588400), np.int64(5588416), np.int64(5588423), np.int64(5588440), np.int64(5588455)]"
347200,1610,1033,"[np.int64(5588088), np.int64(5588099), np.int64(5588102), np.int64(5588111), np.int64(5588129), np.int64(5588133), np.int64(5588144), np.int64(5588153), np.int64(5588164), np.int64(5588182), np.int64(5588196), np.int64(5588202), np.int64(5588219), np.int64(5588228), np.int64(5588233), np.int64(5588243), np.int64(5588253), np.int64(5588265), np.int64(5588306), np.int64(5588313), np.int64(5588321), np.int64(5588331), np.int64(5588347), np.int64(5588352), np.int64(5588360), np.int64(5588381), np.int64(5588393)]"
347202,1628,119,"[np.int64(5588087), np.int64(5588093)]"
347202,1631,44,"[np.int64(5588124), np.int64(5588130), np.int64(5588147), np.int64(5588185)]"
349099,1623,1285,"[np.int64(5588110), np.int64(5588124), np.int64(5588134), np.int64(5588146), np.int64(5588152), np.int64(5588166), np.int64(5588177), np.int64(5588188), np.int64(5588193), np.int64(5588205), np.int64(5588213), np.int64(5588230), np.int64(5588243), np.int64(5588255), np.int64(5588263), np.int64(5588271), np.int64(5588282), np.int64(5588293), np.int64(5588302)]"
349142,1611,2856,"[np.int64(5588080), np.int64(5588092), np.int64(5588106), np.int64(5588117), np.int64(5588122), np.int64(5588136), np.int64(5588141), np.int64(5588154), np.int64(5588169), np.int64(5588174), np.int64(5588185), np.int64(5588195), np.int64(5588205), np.int64(5588210), np.int64(5588227), np.int64(5588235), np.int64(5588247), np.int64(5588259), np.int64(5588267), np.int64(5588275), np.int64(5588289), np.int64(5588296), np.int64(5588304), np.int64(5588316), np.int64(5588328), np.int64(5588333), np.int64(5588349), np.int64(5588355), np.int64(5588366), np.int64(5588373), np.int64(5588387), np.int64(5588396), np.int64(5588407), np.int64(5588411), np.int64(5588434), np.int64(5588444), np.int64(5588454)]"
349687,1629,753,"[np.int64(5588082), np.int64(5588099), np.int64(5588108), np.int64(5588119), np.int64(5588139), np.int64(5588142), np.int64(5588194), np.int64(5588209), np.int64(5588213), np.int64(5588239), np.int64(5588246), np.int64(5588259), np.int64(5588268), np.int64(5588279), np.int64(5588288), np.int64(5588309), np.int64(5588319), np.int64(5588359), np.int64(5588399), np.int64(5588428), np.int64(5588445)]"
350976,1628,303,"[np.int64(5588322), np.int64(5588334), np.int64(5588353), np.int64(5588378), np.int64(5588382), np.int64(5588395), np.int64(5588438), np.int64(5588445)]"
351803,1634,754,"[np.int64(5588206), np.int64(5588215), np.int64(5588245), np.int64(5588250), np.int64(5588265), np.int64(5588274), np.int64(5588283), np.int64(5588305), np.int64(5588315), np.int64(5588335), np.int64(5588349), np.int64(5588353), np.int64(5588365), np.int64(5588371), np.int64(5588385), np.int64(5588393), np.int64(5588447), np.int64(5588452)]"
355937,1623,15,[np.int64(5588083)]
356000,1634,908,"[np.int64(5588081), np.int64(5588096), np.int64(5588104), np.int64(5588112), np.int64(5588127), np.int64(5588149), np.int64(5588152), np.int64(5588162), np.int64(5588172), np.int64(5588195), np.int64(5588206), np.int64(5588215), np.int64(5588225), np.int64(5588239), np.int64(5588245), np.int64(5588385), np.int64(5588405), np.int64(5588416), np.int64(5588426), np.int64(5588432), np.int64(5588447), np.int64(5588452)]"
358801,1651,2425,"[np.int64(5588100), np.int64(5588121), np.int64(5588133), np.int64(5588143), np.int64(5588155), np.int64(5588163), np.int64(5588173), np.int64(5588181), np.int64(5588192), np.int64(5588201), np.int64(5588214), np.int64(5588226), np.int64(5588232), np.int64(5588249), np.int64(5588252), np.int64(5588272), np.int64(5588283), np.int64(5588296), np.int64(5588339), np.int64(5588341), np.int64(5588351), np.int64(5588367), np.int64(5588372), np.int64(5588382), np.int64(5588392), np.int64(5588401), np.int64(5588412), np.int64(5588423), np.int64(5588439), np.int64(5588443)]"
359934,1634,1266,"[np.int64(5588104), np.int64(5588112), np.int64(5588135), np.int64(5588149), np.int64(5588152), np.int64(5588162), np.int64(5588172), np.int64(5588245), np.int64(5588250), np.int64(5588265), np.int64(5588274), np.int64(5588283), np.int64(5588305), np.int64(5588320), np.int64(5588335), np.int64(5588353), np.int64(5588365), np.int64(5588371), np.int64(5588426)]"
361163,1669,966,"[np.int64(5588087), np.int64(5588095), np.int64(5588101), np.int64(5588162), np.int64(5588171), np.int64(5588180), np.int64(5588193), np.int64(5588200), np.int64(5588261), np.int64(5588277), np.int64(5588281), np.int64(5588291), np.int64(5588303), np.int64(5588312), np.int64(5588329), np.int64(5588350), np.int64(5588381), np.int64(5588390), np.int64(5588401), np.int64(5588417), np.int64(5588422), np.int64(5588432), np.int64(5588442), np.int64(5588459)]"
361807,1624,1685,"[np.int64(5588089), np.int64(5588107), np.int64(5588118), np.int64(5588128), np.int64(5588136), np.int64(5588143), np.int64(5588158), np.int64(5588165), np.int64(5588178), np.int64(5588187), np.int64(5588257), np.int64(5588268), np.int64(5588308), np.int64(5588312), np.int64(5588328), np.int64(5588335), np.int64(5588343), np.int64(5588357), np.int64(5588364), np.int64(5588375), np.int64(5588388), np.int64(5588399), np.int64(5588408), np.int64(5588438), np.int64(5588441), np.int64(5588458)]"
364003,1629,1746,"[np.int64(5588120), np.int64(5588139), np.int64(5588159), np.int64(5588163), np.int64(5588179), np.int64(5588189), np.int64(5588213), np.int64(5588229), np.int64(5588239), np.int64(5588246), np.int64(5588259), np.int64(5588268), np.int64(5588279), np.int64(5588288), np.int64(5588292), np.int64(5588309), np.int64(5588319), np.int64(5588325), np.int64(5588332), np.int64(5588345), np.int64(5588359), np.int64(5588369), np.int64(5588374), np.int64(5588385), np.int64(5588399), np.int64(5588407), np.int64(5588419), np.int64(5588428), np.int64(5588459)]"
364860,1625,81,"[np.int64(5588116), np.int64(5588126), np.int64(5588448)]"
365443,1611,2150,"[np.int64(5588080), np.int64(5588092), np.int64(5588106), np.int64(5588117), np.int64(5588122), np.int64(5588136), np.int64(5588141), np.int64(5588154), np.int64(5588169), np.int64(5588174), np.int64(5588185), np.int64(5588195), np.int64(5588205), np.int64(5588210), np.int64(5588227), np.int64(5588235), np.int64(5588267), np.int64(5588275), np.int64(5588289), np.int64(5588296), np.int64(5588304), np.int64(5588316), np.int64(5588328), np.int64(5588333), np.int64(5588349), np.int64(5588355), np.int64(5588366), np.int64(5588373), np.int64(5588422)]"
365446,1614,381,"[np.int64(5588300), np.int64(5588319), np.int64(5588320), np.int64(5588331), np.int64(5588350), np.int64(5588361), np.int64(5588372), np.int64(5588380), np.int64(5588398), np.int64(5588400), np.int64(5588415), np.int64(5588421), np.int64(5588441), np.int64(5588454)]"
365880,1628,1660,"[np.int64(5588087), np.int64(5588093), np.int64(5588102), np.int64(5588113), np.int64(5588122), np.int64(5588134), np.int64(5588145), np.int64(5588156), np.int64(5588165), np.int64(5588179), np.int64(5588183), np.int64(5588232), np.int64(5588242), np.int64(5588251), np.int64(5588262), np.int64(5588273), np.int64(5588284), np.int64(5588299), np.int64(5588303), np.int64(5588316), np.int64(5588322), np.int64(5588334), np.int64(5588346), np.int64(5588353), np.int64(5588368), np.int64(5588378), np.int64(5588382), np.int64(5588395), np.int64(5588402), np.int64(5588410), np.int64(5588425), np.int64(5588438), np.int64(5588445), np.int64(5588453)]"
366217,1624,848,"[np.int64(5588328), np.int64(5588335), np.int64(5588343), np.int64(5588357), np.int64(5588408), np.int64(5588414), np.int64(5588429), np.int64(5588438), np.int64(5588441), np.int64(5588458)]"
366720,1628,2684,"[np.int64(5588087), np.int64(5588093), np.int64(5588102), np.int64(5588113), np.int64(5588122), np.int64(5588134), np.int64(5588145), np.int64(5588156), np.int64(5588165), np.int64(5588179), np.int64(5588183), np.int64(5588191), np.int64(5588203), np.int64(5588215), np.int64(5588222), np.int64(5588232), np.int64(5588242), np.int64(5588251), np.int64(5588262), np.int64(5588273), np.int64(5588284), np.int64(5588299), np.int64(5588303), np.int64(5588316), np.int64(5588322), np.int64(5588334), np.int64(5588346), np.int64(5588368), np.int64(5588378), np.int64(5588382), np.int64(5588395), np.int64(5588402), np.int64(5588410), np.int64(5588425), np.int64(5588438), np.int64(5588445), np.int64(5588453)]"
367622,1669,2299,"[np.int64(5588087), np.int64(5588095), np.int64(5588101), np.int64(5588116), np.int64(5588128), np.int64(5588132), np.int64(5588142), np.int64(5588154), np.int64(5588162), np.int64(5588171), np.int64(5588180), np.int64(5588193), np.int64(5588200), np.int64(5588211), np.int64(5588233), np.int64(5588241), np.int64(5588252), np.int64(5588261), np.int64(5588277), np.int64(5588281), np.int64(5588291), np.int64(5588303), np.int64(5588312), np.int64(5588329), np.int64(5588336), np.int64(5588340), np.int64(5588350), np.int64(5588362), np.int64(5588377), np.int64(5588381), np.int64(5588390), np.int64(5588401)]"
367922,1616,2257,"[np.int64(5588104), np.int64(5588114), np.int64(5588123), np.int64(5588138), np.int64(5588148), np.int64(5588151), np.int64(5588166), np.int64(5588171), np.int64(5588183), np.int64(5588207), np.int64(5588214), np.int64(5588224), np.int64(5588234), np.int64(5588244), np.int64(5588295), np.int64(5588304), np.int64(5588317), np.int64(5588323), np.int64(5588334), np.int64(5588345), np.int64(5588351), np.int64(5588364), np.int64(5588370), np.int64(5588384), np.int64(5588391), np.int64(5588404), np.int64(5588418), np.int64(5588421), np.int64(5588431), np.int64(5588442), np.int64(5588451)]"
368225,1659,2002,"[np.int64(5588161), np.int64(5588170), np.int64(5588180), np.int64(5588192), np.int64(5588209), np.int64(5588212), np.int64(5588231), np.int64(5588247), np.int64(5588251), np.int64(5588271), np.int64(5588287), np.int64(5588297), np.int64(5588301), np.int64(5588311), np.int64(5588327), np.int64(5588332), np.int64(5588341), np.int64(5588357), np.int64(5588362), np.int64(5588371), np.int64(5588389), np.int64(5588391), np.int64(5588402), np.int64(5588411), np.int64(5588420), np.int64(5588430), np.int64(5588448), np.int64(5588450)]"
369314,1611,360,"[np.int64(5588396), np.int64(5588422), np.int64(5588434), np.int64(5588454)]"
369589,1611,2823,"[np.int64(5588080), np.int64(5588092), np.int64(5588106), np.int64(5588117), np.int64(5588122), np.int64(5588136), np.int64(5588141), np.int64(5588154), np.int64(5588169), np.int64(5588174), np.int64(5588185), np.int64(5588195), np.int64(5588205), np.int64(5588210), np.int64(5588227), np.int64(5588235), np.int64(5588247), np.int64(5588259), np.int64(5588267), np.int64(5588275), np.int64(5588296), np.int64(5588304), np.int64(5588316), np.int64(5588328), np.int64(5588333), np.int64(5588349), np.int64(5588355), np.int64(5588366), np.int64(5588373), np.int64(5588387), np.int64(5588396), np.int64(5588407), np.int64(5588454)]"
370937,1613,3283,"[np.int64(5588084), np.int64(5588091), np.int64(5588107), np.int64(5588119), np.int64(5588123), np.int64(5588137), np.int64(5588146), np.int64(5588155), np.int64(5588164), np.int64(5588175), np.int64(5588186), np.int64(5588198), np.int64(5588203), np.int64(5588218), np.int64(5588221), np.int64(5588236), np.int64(5588245), np.int64(5588256), np.int64(5588267), np.int64(5588278), np.int64(5588288), np.int64(5588297), np.int64(5588307), np.int64(5588317), np.int64(5588326), np.int64(5588338), np.int64(5588348), np.int64(5588358), np.int64(5588368), np.int64(5588377), np.int64(5588386), np.int64(5588396), np.int64(5588400), np.int64(5588416), np.int64(5588423), np.int64(5588435), np.int64(5588440), np.int64(5588455)]"
372752,1633,1501,"[np.int64(5588114), np.int64(5588129), np.int64(5588132), np.int64(5588149), np.int64(5588158), np.int64(5588169), np.int64(5588176), np.int64(5588188), np.int64(5588198), np.int64(5588208), np.int64(5588216), np.int64(5588229), np.int64(5588231), np.int64(5588258), np.int64(5588269), np.int64(5588286), np.int64(5588299), np.int64(5588300), np.int64(5588313), np.int64(5588329), np.int64(5588330), np.int64(5588344), np.int64(5588358), np.int64(5588363), np.int64(5588374), np.int64(5588389), np.int64(5588394), np.int64(5588409), np.int64(5588429), np.int64(5588434), np.int64(5588449)]"
375001,1642,627,"[np.int64(5588085), np.int64(5588097), np.int64(5588108), np.int64(5588318), np.int64(5588323), np.int64(5588338), np.int64(5588356), np.int64(5588373), np.int64(5588417), np.int64(5588425), np.int64(5588436), np.int64(5588449), np.int64(5588456)]"
376353,1631,818,"[np.int64(5588196), np.int64(5588200), np.int64(5588216), np.int64(5588226), np.int64(5588236), np.int64(5588254), np.int64(5588266), np.int64(5588270), np.int64(5588284), np.int64(5588295), np.int64(5588308), np.int64(5588314), np.int64(5588324), np.int64(5588344), np.int64(5588352), np.int64(5588366), np.int64(5588376), np.int64(5588386), np.int64(5588392), np.int64(5588406), np.int64(5588427), np.int64(5588447), np.int64(5588450)]"
377071,1624,553,"[np.int64(5588089), np.int64(5588098), np.int64(5588158), np.int64(5588165), np.int64(5588178), np.int64(5588280), np.int64(5588293), np.int64(5588308), np.int64(5588312), np.int64(5588399), np.int64(5588408), np.int64(5588414), np.int64(5588429), np.int64(5588441), np.int64(5588458)]"
379209,1609,2839,"[np.int64(5588082), np.int64(5588090), np.int64(5588100), np.int64(5588126), np.int64(5588130), np.int64(5588140), np.int64(5588150), np.int64(5588160), np.int64(5588175), np.int64(5588182), np.int64(5588208), np.int64(5588210), np.int64(5588224), np.int64(5588230), np.int64(5588242), np.int64(5588250), np.int64(5588261), np.int64(5588272), np.int64(5588280), np.int64(5588290), np.int64(5588309), np.int64(5588310), np.int64(5588324), np.int64(5588330), np.int64(5588342), np.int64(5588355), np.int64(5588360), np.int64(5588370), np.int64(5588383), np.int64(5588390), np.int64(5588405), np.int64(5588410), np.int64(5588420), np.int64(5588440), np.int64(5588457)]"
381290,1634,1170,"[np.int64(5588320), np.int64(5588335), np.int64(5588349), np.int64(5588353), np.int64(5588365), np.int64(5588371), np.int64(5588385), np.int64(5588393), np.int64(5588405), np.int64(5588416), np.int64(5588426), np.int64(5588432), np.int64(5588447)]"
383569,1616,3170,"[np.int64(5588080), np.int64(5588094), np.int64(5588104), np.int64(5588114), np.int64(5588123), np.int64(5588138), np.int64(5588148), np.int64(5588151), np.int64(5588166), np.int64(5588171), np.int64(5588183), np.int64(5588194), np.int64(5588207), np.int64(5588214), np.int64(5588224), np.int64(5588234), np.int64(5588244), np.int64(5588253), np.int64(5588264), np.int64(5588274), np.int64(5588286), np.int64(5588295), np.int64(5588304), np.int64(5588317), np.int64(5588323), np.int64(5588334), np.int64(5588345), np.int64(5588351), np.int64(5588364), np.int64(5588370), np.int64(5588384), np.int64(5588391), np.int64(5588404), np.int64(5588421), np.int64(5588442), np.int64(5588451)]"
